entry	time	Updated.Master.Protein.Accessions	Master.Protein.Descriptions	logFC	AveExpr	t	P.Value	adj.P.Val	B	count	sca.t	sca.P.Value	sca.adj.pval	sig_conf	sig	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	HPA_Main_Location_2020 (Reliability)	TargetP_Score	MitoCarta3.0_Evidence	mit_loc
A2RRP1	24	A2RRP1	Neuroblastoma-amplified sequence OS=Homo sapiens OX=9606 GN=NBAS PE=1 SV=2	-0.982686815137449	0.096344972714394	-2.39557147484496	0.0166459240438669	0.0182877830163273	-3.5807406287259	2	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	Not Mt.
A2RRP1	6	A2RRP1	Neuroblastoma-amplified sequence OS=Homo sapiens OX=9606 GN=NBAS PE=1 SV=2	-0.877684256369386	-0.710545551728148	-2.79383212486422	0.0469416764118437	0.107906580839287	-3.69130443147603	2	-2.34258142304414	0.0760477994511447	0.140071663383174	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
A3KN83	3	A3KN83	Protein strawberry notch homolog 1 OS=Homo sapiens OX=9606 GN=SBNO1 PE=1 SV=1	-0.452820151121099	-1.89495020652135	-2.15113341008309	0.0814712071648741	0.558324680001212	-4.41908649456496	2	-2.01298458291601	0.0970453690929898	0.551885751969101	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
A3KN83	6	A3KN83	Protein strawberry notch homolog 1 OS=Homo sapiens OX=9606 GN=SBNO1 PE=1 SV=1	-0.406493478723757	-1.19331311791794	-2.49910737109165	0.0643913776675454	0.124469158190372	-4.01823910219325	2	-1.55014696317506	0.192685449917051	0.265129082015334	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
A5YKK6	24	A5YKK6	CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2	-1.2349739303843	0.31178405756372	-5.2144969928897	1.94838720281086e-07	6.19604246633262e-07	6.55518349097177	2	-5.44975162046745	5.64400116935453e-08	1.29874738019258e-07	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
A5YKK6	3	A5YKK6	CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2	0.102439784634952	-2.87455154185654	0.180323732054041	0.865166168635612	0.928664603030886	-4.66082054947563	3	0.177252156402958	0.867350094542129	0.936340450037745	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
A5YKK6	6	A5YKK6	CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2	-0.230022859702049	-1.83850771281241	-0.968060117705468	0.376139833842472	0.443482501902588	-5.9413417964685	2	-0.935422718358372	0.390945463065597	0.46339679888248	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
A6NDG6	24	A6NDG6	Glycerol-3-phosphate phosphatase OS=Homo sapiens OX=9606 GN=PGP PE=1 SV=1	-0.992417692394288	-0.22426162911678	-4.19033871514209	2.85315515293845e-05	4.59722032061003e-05	1.78645517786282	2	-4.37654214085837	1.26567570287534e-05	1.99331892065006e-05	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
A6NHR9	6	A6NHR9	Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SMCHD1 PE=1 SV=2	0.485904481414229	-1.43156472389155	2.22378419522769	0.0875797887009881	0.148210443240972	-4.3344132947642	2	1.62087799395758	0.176968442506467	0.249462295437766	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
E9PAV3	24	E9PAV3	Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1	-1.07630718767122	0.532312492590276	-4.54454985279782	5.68853039367901e-06	1.07814031545121e-05	3.31826154094622	2	-4.75167139859912	2.15584681816934e-06	3.76772891175418e-06	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
E9PAV3	3	E9PAV3	Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1	-0.395510145651301	-3.14223097734323	-1.56042152392064	0.189460788784807	0.578380386989892	-4.53843356768063	2	-1.05709817946017	0.346199628522608	0.657650595446293	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
E9PAV3	6	E9PAV3	Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1	-0.492624449839299	-2.26226574853204	-3.96724801643258	0.00999886532132646	0.0821523593385708	-2.35778907224706	3	-4.52944967538892	0.0056615412565136	0.0531571312064774	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
L0R819	24	L0R819	ASNSD1 upstream open reading frame protein OS=Homo sapiens OX=9606 GN=ASDURF PE=1 SV=1	-0.990353491801838	-0.00981144509184332	-3.41428082484342	0.000646668911900993	0.000824275162352675	-0.963295952767544	2	-2.52366791208636	0.0116879705239011	0.0131196677262868	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00116	24	O00116	Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1	-1.28801802802659	-0.140300234280284	-5.43846794550742	5.73672590107413e-08	2.24912791645e-07	7.73644616789305	2	-5.68496886436831	1.49344957815433e-08	3.81372882411543e-08	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00116	6	O00116	Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1	-0.376351892022532	-2.75621808901511	-2.83195872210493	0.0352861571939765	0.0966365047774515	-3.66967990406158	2	-2.54082599719624	0.0500187600287593	0.110162000697062	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00139	24	O00139	Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3	-1.20542883613208	0.572174058411034	-5.08974714891125	3.77139331906649e-07	1.05717668877769e-06	5.91876844503646	2	-5.31548048566166	1.17809143424973e-07	2.54945387704409e-07	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00139	3	O00139	Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3	-0.268056008140771	-2.87058479165156	-1.00419417503913	0.359267915834113	0.647834716857241	-4.60236200564063	2	-0.964057328621516	0.376916075640097	0.673440960321992	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00139	6	O00139	Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3	-0.776685001159626	-2.03666095647144	-4.53015621524657	0.00963206118969022	0.0821523593385708	-2.08104509803662	3	-3.77237699049737	0.0179018440154547	0.0727253216196158	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00148	24	O00148	ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2	-1.27762729332571	-0.564970913588935	-4.4046680352104	1.09070192626925e-05	1.92289333105261e-05	2.85184493903879	2	-4.35706281613502	1.38259030036217e-05	2.16264691242451e-05	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00148	6	O00148	ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2	-0.320023641237853	-3.02381658022112	-1.71002584991709	0.146091299932466	0.211042549033442	-5.10170713404499	2	-1.61674555028489	0.164609995969359	0.236476324674107	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00151	24	O00151	PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	-1.00777326498069	-0.0481542656837564	-4.25517537695807	2.14276731984253e-05	3.54192588942007e-05	2.05755611882084	7	-4.99571310604511	6.35270301753364e-07	1.21145929551677e-06	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00151	3	O00151	PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	-0.224909905265051	-3.59029273342579	-1.22295236272747	0.273352032344564	0.62015322573462	-4.56707985243734	5	-1.54106793395691	0.180658895227732	0.579586633081558	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00151	6	O00151	PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	-0.402541047382604	-2.68586248155866	-3.27317843633627	0.021101975501269	0.0866409848425189	-3.13502562155592	5	-4.68627849493399	0.00488854137033985	0.0506389122384117	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00159	24	O00159	Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4	-0.965030159227844	0.228901428088449	-4.07469885763138	4.70809179083513e-05	7.22683771709816e-05	1.31326396905285	6	-4.2603079669632	2.13280167514982e-05	3.26013183284905e-05	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00159	3	O00159	Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4	-0.155557622465479	-3.45230374330131	-0.659487165690729	0.537392828016254	0.752993543447925	-4.65097847294368	3	-0.732117278250877	0.495178361333567	0.741316824144881	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00159	6	O00159	Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4	-0.390257416361688	-2.56110653601874	-3.03357833929372	0.0277934479304392	0.0903945934692696	-3.42181324230851	5	-4.16163320266633	0.00809655696868747	0.0571290276778828	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00170	24	O00170	AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=2	-0.886041509538519	0.250863510108009	-2.15997175609012	0.0308415347730533	0.0330804017417639	-4.10187848418233	2	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	Not Mt.
O00186	24	O00186	Syntaxin-binding protein 3 OS=Homo sapiens OX=9606 GN=STXBP3 PE=1 SV=2	-0.690279515136012	0.655132632482162	-2.91460440368162	0.00358365012515141	0.00417759683184843	-2.7010517185861	2	-3.93757897430476	8.50262904560776e-05	0.000120940554625369	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00193	24	O00193	Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1	-1.13678350896519	0.6691494778139	-2.77122487572022	0.00561364923705637	0.00641728744362444	-2.63831660023653	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Mt.
O00193	6	O00193	Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1	0.0299528381508334	-1.87690120351669	0.144634386821839	0.891732150589382	0.91094854377807	-6.23240700572566	2	0.102705325686586	0.922915289771481	0.939175943568843	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00194	24	O00194	Ras-related protein Rab-27B OS=Homo sapiens OX=9606 GN=RAB27B PE=1 SV=4	-1.44275837041765	-0.00115407142060572	-4.97396361983542	6.87052240382683e-07	1.75768841709209e-06	5.48232176311508	2	-4.12607396457647	3.83603722931952e-05	5.66650007269667e-05	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00203	24	O00203	AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	-1.2724197490019	0.251659724503468	-5.37260649121488	8.25952725175286e-08	3.01528716174926e-07	7.38392559993604	5	-7.25763462301358	5.54251144181433e-13	3.54275962839428e-12	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00203	3	O00203	AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	-0.230357875541561	-3.46782782814124	-0.678314983985333	0.526295879865073	0.746383247808649	-4.64865553549806	3	-0.713213156141693	0.505882704198843	0.743600530718066	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00203	6	O00203	AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	-0.508057017451516	-2.60186774417978	-3.2541196460916	0.0215622564734794	0.0869847214202972	-3.15750873498848	3	-3.52926376368803	0.0156955968335419	0.0710341298513426	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00231	24	O00231	26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3	-1.16119564170876	-0.0345707730577272	-4.90297894787359	9.86202643997356e-07	2.35388147556292e-06	4.99477007202489	5	-6.37655098340448	2.2264658424732e-10	8.30812749506664e-10	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00231	3	O00231	26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3	-0.0471633128307812	-3.09299213735529	-0.251876252277394	0.810694711381973	0.900741273608983	-4.68756530504529	3	-0.231702769570374	0.82545122364805	0.909598126223889	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00231	6	O00231	26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3	-0.374258080878961	-2.29401061012876	-3.00401021649959	0.0287723257616764	0.0915463957524604	-3.45780727988457	5	-4.24502602842482	0.00745313046755631	0.0563110361852074	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00232	24	O00232	26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3	-1.30036585117365	-0.366446129544823	-5.49060482474426	4.28641183318262e-08	1.75662009465522e-07	8.01855237185444	3	-6.44547248703272	1.42914506453262e-10	5.61624180008929e-10	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00232	3	O00232	26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3	-0.234909747825265	-3.73826575991399	-1.32559699789703	0.239687883300741	0.603107698730797	-4.55001682657469	2	-1.20814079202361	0.278122036506808	0.613469182683363	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00232	6	O00232	26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3	-0.514191852596096	-3.01497188165429	-3.52234278475022	0.0159995549815341	0.0836092230137387	-2.84658038481315	3	-3.86719627279899	0.0109357854471696	0.0624060091685789	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00233	24	O00233	26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3	-1.11083012517532	0.22836098847836	-4.69031791265056	2.8304809113347e-06	5.8217846017225e-06	3.98472653325642	5	-6.33637456111052	2.87724431110185e-10	1.05092997677106e-09	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00233	3	O00233	26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3	-0.133771992035647	-3.50740352204794	-0.639774728973063	0.549174555008111	0.758472108856058	-4.65335988318296	2	-0.758412457806421	0.480553028138543	0.740194567103047	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00233	6	O00233	26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3	-0.236230254174712	-2.51142466381976	-1.93349929598846	0.109162271055969	0.1723569244032	-4.81800294932184	5	-2.78735688216546	0.0369476136700854	0.0960369124215055	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00264	6	O00264	Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3	-0.244920661346771	-2.28588016477993	-0.928892055650937	0.418227964313213	0.485534622126885	-5.45436914554787	2	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	Not Mt.
O00267	24	O00267	Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1	-0.938260015985907	1.37016709061225	-3.96166583887699	7.58896461539019e-05	0.000111599398406415	0.863536669678398	4	-5.15325117263409	2.80286560545272e-07	5.69091634205156e-07	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00267	3	O00267	Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1	0.0450171669396886	-2.51941159882954	0.25131372594655	0.811107068726038	0.900741273608983	-4.68759495832436	5	0.229477455109226	0.827092971142664	0.910217892865545	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00267	6	O00267	Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1	-0.42227317642442	-1.73638484465184	-3.05051162924406	0.0272495961774205	0.089527963678621	-3.40125752492328	6	-2.75867758686098	0.0382557286301793	0.0975731007127542	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00273	24	O00273	DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1	-0.86354000122142	0.360222245040494	-3.64617149303534	0.000269991056196736	0.000363108714587808	-0.32479339779209	3	-4.28011280177589	1.95308972647573e-05	3.01180105996369e-05	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00273	3	O00273	DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1	-0.509991225942352	-2.88711022949398	-1.68833095887658	0.149311278959732	0.57012590678184	-4.48989170704414	2	-1.79810578233435	0.128761467371444	0.555298428328715	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00273	6	O00273	DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1	0.0835600484009514	-2.43228462757758	0.453469319760702	0.672844295700148	0.720620222022052	-6.12510659320329	2	0.385800200445621	0.718394952312116	0.768384275593094	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00291	24	O00291	Huntingtin-interacting protein 1 OS=Homo sapiens OX=9606 GN=HIP1 PE=1 SV=5	-1.53892404592996	0.165772708602719	-6.49788194904668	9.27954358850469e-11	1.06079835127538e-09	13.997126617245	5	-7.62476018479769	3.69828000842408e-14	3.00358348919461e-13	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00291	3	O00291	Huntingtin-interacting protein 1 OS=Homo sapiens OX=9606 GN=HIP1 PE=1 SV=5	-0.708552855577281	-3.53207373057884	-1.9159908249992	0.144018340184634	0.565796823841708	-4.55215464403388	3	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	Not Mt.
O00291	6	O00291	Huntingtin-interacting protein 1 OS=Homo sapiens OX=9606 GN=HIP1 PE=1 SV=5	-0.47225840200175	-2.70706353519268	-2.3372577932676	0.0649711528865671	0.125225135912057	-4.29740959228812	3	-2.57164159672329	0.0481382461505869	0.108839261166096	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00299	24	O00299	Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4	-1.17216780536522	-0.213997541052229	-4.9493073058935	7.7938078616766e-07	1.94800352998407e-06	5.22074914207496	4	-5.81077509954068	7.18154621769005e-09	1.93658622615053e-08	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00299	3	O00299	Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4	-0.127878722095971	-3.76028995530493	-0.680405694501223	0.525073108936973	0.745940808706645	-4.64839473124503	3	-0.626283644398044	0.557114896684426	0.767346933169116	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00299	6	O00299	Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4	-0.252144503071211	-2.86291097241563	-2.11430748403675	0.086380361443619	0.147807793216724	-4.58517805942838	4	-2.44439826342039	0.0564361715980766	0.117175754973784	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00303	24	O00303	Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1	-1.28326430528238	0.0826407355913778	-5.41839604573302	6.41347994679706e-08	2.4395934228447e-07	7.62855716872032	3	-7.70308073441504	2.04326229435133e-14	1.77798160151328e-13	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00303	3	O00303	Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1	-0.331446414908684	-3.4653648777892	-1.81937662816486	0.12568419615968	0.558324680001212	-4.46892515879897	2	-1.66609655220257	0.153251996231281	0.57091035813598	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00303	6	O00303	Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1	-0.637314523809696	-2.68011367677694	-4.12125567334203	0.0085572234128624	0.0821523593385708	-2.19655458013152	3	-3.79856811126349	0.011751609545736	0.0639403012181611	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00401	6	O00401	Neural Wiskott-Aldrich syndrome protein OS=Homo sapiens OX=9606 GN=WASL PE=1 SV=2	-0.102090850938679	-1.76845577578552	-0.208187158531864	0.844872459897114	0.87247980687508	-6.21912235944817	2	-0.192613280936729	0.856219697404451	0.88309239353511	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00410	24	O00410	Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4	-1.09241973640921	-0.283183344280432	-3.76615803304378	0.000168463825321406	0.000233356778442662	0.281503277436401	3	-2.784003627207	0.0054180068753289	0.00630349386517751	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00410	6	O00410	Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4	-1.23982095552025	-2.8496215589206	-5.09361811816259	0.00629646164445772	0.0821523593385708	-1.67125853270672	2	-3.89597827306879	0.0160385366641415	0.0710341298513426	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00423	6	O00423	Echinoderm microtubule-associated protein-like 1 OS=Homo sapiens OX=9606 GN=EML1 PE=1 SV=3	0.150823756617905	-2.17608383891843	0.709167856955307	0.515916743135923	0.578372880396184	-5.96193993221189	2	0.510237055151996	0.635537419965435	0.696569478121977	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00425	24	O00425	Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2	-0.892046318463359	0.237818030431872	-3.76653525285187	0.000168210628504382	0.00023315474480633	0.116936558318242	3	-3.93628417190319	8.54826797106465e-05	0.000121506266081502	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
O00425	3	O00425	Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2	-0.211481440710143	-3.40583908153879	-0.705927179313083	0.510300465632686	0.736451244675189	-4.64516615562848	2	-0.683822676116791	0.522837563978327	0.753150049896986	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00425	6	O00425	Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2	-0.551373880402562	-2.62562855087328	-2.44566068634923	0.0682915798595454	0.128758082860185	-4.07890020052615	2	-2.56015893595733	0.0597393500343114	0.121778824775826	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
O00443	24	O00443	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens OX=9606 GN=PIK3C2A PE=1 SV=2	-0.998673766564166	0.589006029518482	-3.44296528429512	0.000582022139242683	0.000745812440374695	-0.866389300240655	2	-2.54505627813946	0.0109979526370785	0.0123854050632896	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
